,edge,ligand_A,ligand_B,ddg_expt,ddg,ddg_booterr,ddg_BARerr,dg_water_rep1,dg_water_rep1_booterr,dg_water_rep1_BARerr,dg_water_rep2,dg_water_rep2_booterr,dg_water_rep2_BARerr,dg_water_rep3,dg_water_rep3_booterr,dg_water_rep3_BARerr,dg_protein_rep1,dg_protein_rep1_booterr,dg_protein_rep1_BARerr,dg_protein_rep2,dg_protein_rep2_booterr,dg_protein_rep2_BARerr,dg_protein_rep3,dg_protein_rep3_booterr,dg_protein_rep3_BARerr,target,group
1220,edge_7_8,7,8,-2.183123588562012,-6.443333333333328,1.965922543277818,2.0587711136428,-30.97,0.47,1.06,-31.44,0.61,1.01,-35.67,0.63,0.67,-41.7,0.91,1.04,-35.83,0.93,1.2,-39.88,0.89,1.22,btk,miscellaneous_set
1221,edge_7_9,7,9-flip,3.153481872558594,-4.8533333333333335,1.8619656963886024,1.85332056025209,0.01,0.54,0.48,1.58,0.46,0.53,1.14,0.52,0.55,-1.91,0.93,0.73,-7.65,2.3,2.4,-2.27,1.54,1.31,btk,miscellaneous_set
1222,edge_9_8,9-flip,8,-5.336605461120605,3.066666666666677,1.1645429737571973,1.1977722665844044,-37.91,0.35,0.36,-37.12,0.36,0.33,-37.43,0.35,0.35,-33.11,1.78,1.77,-33.77,0.78,1.25,-36.38,1.29,1.18,btk,miscellaneous_set
1223,edge_12_19,12,19,-1.639578186035156,0.3333333333333357,0.7063664977001763,0.7079814814989887,-19.76,0.12,0.13,-19.47,0.13,0.15,-19.53,0.16,0.16,-19.46,0.33,0.3,-17.72,0.22,0.26,-20.58,0.21,0.26,cdk8,miscellaneous_set
1224,edge_12_20,12,20,-1.8836052169799808,-1.6433333333333309,0.576444599519746,0.5842216685271348,25.17,0.17,0.15,25.32,0.17,0.15,25.09,0.13,0.14,24.03,0.19,0.21,24.39,0.21,0.38,22.23,0.38,0.33,cdk8,miscellaneous_set
1225,edge_13_14,13,14,0.6930811386108399,2.7666666666666515,2.7861080129518334,2.8025914176084687,143.04,0.21,0.19,143.06,0.2,0.19,141.42,0.2,0.27,149.49,0.76,1.2,138.67,0.49,0.71,147.66,0.48,0.53,cdk8,miscellaneous_set
1226,edge_13_15,13,15,6.179888694763185,4.526666666666642,3.2086223376913323,3.278303379552766,239.69,0.36,0.41,239.4,0.37,0.44,239.34,0.32,0.44,243.63,0.84,0.9,250.86,1.3,1.99,237.52,0.77,0.74,cdk8,miscellaneous_set
1227,edge_19_13,19,13,-4.068432609558106,-3.23333333333332,1.2585594482657012,1.2601481398046668,-175.38,0.15,0.15,-175.18,0.15,0.15,-175.31,0.15,0.16,-181.07,0.34,0.42,-175.82,0.35,0.3,-178.68,0.33,0.31,cdk8,miscellaneous_set
1228,edge_15_14,15,14,-5.486807556152344,-0.5299999999999869,0.3918767263468541,0.3813585407559144,-95.93,0.25,0.32,-96.11,0.24,0.32,-95.71,0.26,0.32,-96.74,0.42,0.41,-96.55,0.5,0.47,-96.05,0.65,0.56,cdk8,miscellaneous_set
1229,edge_16_14,16,14,-1.657071105957031,-5.493333333333331,1.1942977683324008,1.1983976448841167,10.8,0.19,0.18,11.0,0.16,0.17,10.53,0.15,0.17,2.89,0.49,0.52,5.17,0.47,0.43,7.79,0.41,0.56,cdk8,miscellaneous_set
1230,edge_17_14,17,14,-2.662199760437012,-5.596666666666667,1.6971987871701322,1.7299775295638755,6.65,0.24,0.25,6.5,0.25,0.23,6.3,0.23,0.24,3.4,0.46,0.54,2.36,0.89,1.06,-3.1,0.68,0.92,cdk8,miscellaneous_set
1231,edge_20_14,20,14,-3.1313244400024414,-2.5033333333333445,0.2426421433468441,0.2513332339904872,-75.26,0.15,0.14,-75.64,0.13,0.14,-75.49,0.14,0.14,-78.12,0.24,0.27,-78.19,0.26,0.28,-77.59,0.23,0.27,cdk8,miscellaneous_set
1232,edge_22_14,22,14,1.081883628845215,4.256666666666668,0.4393794442776098,0.44225866557844634,2.54,0.15,0.15,2.56,0.17,0.16,2.22,0.16,0.14,7.57,0.29,0.29,6.12,0.51,0.47,6.4,0.3,0.38,cdk8,miscellaneous_set
1233,edge_16_15,16,15,3.829736450195313,-6.039999999999992,2.202413890126143,2.205844705273432,106.32,0.25,0.32,106.62,0.2,0.32,104.96,0.28,0.26,104.54,0.65,0.66,99.61,0.79,0.97,95.63,0.86,0.94,cdk8,miscellaneous_set
1234,edge_22_16,22,16,2.7389547348022463,9.556666666666668,1.2005449861554227,1.22482330437923,-8.36,0.18,0.19,-8.49,0.2,0.18,-7.93,0.18,0.21,-1.51,0.45,0.54,3.03,0.56,0.73,2.37,0.55,0.56,cdk8,miscellaneous_set
1235,edge_17_21,17,21,2.229780685424805,-0.5366666666666902,1.3323748915856444,1.3394603467608317,140.28,0.21,0.21,140.48,0.24,0.23,140.28,0.19,0.2,136.89,0.74,0.85,140.27,0.58,0.49,142.27,0.57,0.5,cdk8,miscellaneous_set
1236,edge_21_19,21,19,-1.5166289749145505,0.079999999999984,1.5192671435828715,1.5373328352178006,-102.04,0.18,0.17,-102.48,0.19,0.21,-102.05,0.21,0.21,-105.42,0.44,0.56,-99.12,0.37,0.62,-101.79,0.46,0.46,cdk8,miscellaneous_set
1237,edge_21_20,21,20,-1.760656005859375,-1.8799999999999957,0.3013839464859218,0.2959869302930835,-49.88,0.13,0.14,-49.83,0.16,0.16,-49.93,0.14,0.16,-51.34,0.28,0.28,-51.66,0.32,0.36,-52.28,0.34,0.28,cdk8,miscellaneous_set
1238,edge_22_20,22,20,4.213208068847656,6.160000000000011,0.4693936877949634,0.4629052851053861,78.11,0.16,0.15,78.67,0.14,0.15,78.35,0.15,0.17,85.29,0.5,0.46,84.52,0.33,0.48,83.8,0.48,0.41,cdk8,miscellaneous_set
1239,edge_17b_17a,17b,17a,-0.110192626953125,1.486666666666668,1.5490670014947705,1.5834497320170409,24.71,0.61,0.72,25.1,0.72,0.75,24.54,0.96,0.78,24.53,0.75,0.93,24.68,0.86,1.16,29.6,1.1,1.25,galectin,miscellaneous_set
1240,edge_17g_17a,17g,17a,7.012171020507813,6.336666666666666,0.939998315826844,0.9430838056508132,9.12,0.98,0.9,9.99,0.61,0.64,7.8,0.72,0.72,14.65,1.01,1.08,15.86,0.84,0.91,15.41,1.22,1.08,galectin,miscellaneous_set
1241,edge_17i_17a,17i,17a,1.7182823600769042,3.1866666666666674,0.9992545101474262,1.0617196098563373,18.2,0.71,0.83,17.77,0.83,0.84,17.3,0.78,0.86,20.31,1.12,1.18,22.54,0.99,1.19,19.98,0.83,1.01,galectin,miscellaneous_set
1242,edge_17k_17a,17k,17a,4.557015369415283,8.843333333333334,1.0060886422678736,1.021211453308927,20.93,0.76,0.78,20.04,0.92,0.92,19.93,0.74,0.77,29.64,1.5,1.61,28.06,1.26,1.21,29.73,1.12,0.95,galectin,miscellaneous_set
1243,edge_17p_17a,17p,17a,-2.035173946380615,1.3999999999999986,0.8872534633294347,0.9423493701611894,39.6,0.69,0.89,39.81,0.69,0.86,37.49,0.8,0.8,40.22,0.73,0.87,40.41,0.92,0.91,40.47,0.99,0.93,galectin,miscellaneous_set
1244,edge_17e_17b,17e,17b,5.818203422546386,10.05,1.1230664548904097,1.2482268500757936,-22.67,0.77,0.77,-21.37,0.77,0.73,-23.65,0.97,0.88,-13.46,0.64,1.71,-10.86,1.06,1.13,-13.22,1.14,1.15,galectin,miscellaneous_set
1245,edge_17f_17b,17f,17b,4.496179191589356,5.75,1.3647348842555131,1.3761099812721322,33.43,0.66,0.77,34.09,0.72,1.01,33.23,0.86,0.87,36.63,1.13,0.9,40.01,0.93,0.95,41.36,0.79,0.82,galectin,miscellaneous_set
1246,edge_17n_17b,17n,17b,-2.47814503479004,3.136666666666656,1.5625461793543378,1.5676949575541306,47.28,0.78,0.84,46.77,0.78,0.77,46.84,0.66,0.79,52.58,1.04,1.63,49.93,2.36,2.11,47.79,1.29,1.1,galectin,miscellaneous_set
1247,edge_17k_17c,17k,17c,1.1204506492614748,5.2700000000000005,1.2487383785622312,1.2304685901046366,-1.36,0.9,0.83,-3.86,0.8,0.96,-3.01,0.88,0.99,1.37,0.72,0.87,1.8,1.32,1.03,4.41,0.83,0.81,galectin,miscellaneous_set
1248,edge_18d_17c,18d,17c,1.7182823600769042,-3.173333333333336,1.6822709808892566,1.715476963401557,29.71,0.92,0.92,31.39,0.87,0.86,30.74,0.61,0.86,29.06,1.17,1.24,29.2,1.49,1.54,24.06,1.2,1.16,galectin,miscellaneous_set
1249,edge_17i_17d,17i,17d,-0.8681380233764648,-2.463333333333333,0.9697473571260964,0.9839786854905008,-9.73,0.72,0.73,-10.67,0.83,0.84,-11.97,0.48,0.79,-12.73,0.94,1.04,-13.79,1.3,1.37,-13.24,1.19,0.99,galectin,miscellaneous_set
1250,edge_17j_17d,17j,17d,1.2135673294067382,-0.3966666666666647,0.892533721188457,0.9056762912760188,-17.7,0.88,0.79,-16.6,0.77,0.79,-17.93,0.64,0.79,-18.34,1.02,1.05,-18.4,0.65,0.74,-16.68,1.13,0.94,galectin,miscellaneous_set
1251,edge_17e_17h,17e,17h flip,2.381640697479248,8.666666666666666,1.1035045030738853,1.6008086017145666,-19.14,0.7,0.86,-19.75,0.62,0.83,-19.77,0.86,0.88,-12.7,1.41,1.99,-9.61,1.06,1.89,-10.35,1.0,2.79,galectin,miscellaneous_set
1252,edge_17f_17g,17f,17g,-2.626184455871582,-3.7933333333333215,0.6968974114588966,0.7299534223597837,51.66,0.78,0.72,52.07,0.76,0.75,51.05,0.62,0.75,48.04,0.82,0.93,47.88,0.92,0.87,47.48,0.78,0.88,galectin,miscellaneous_set
1253,edge_17g_18b,17g,18b,-1.0532681007385254,-2.3300000000000005,0.9065928400109726,0.9438372739976192,6.66,0.78,0.72,6.73,0.65,0.79,6.92,0.82,0.77,5.55,0.92,1.05,3.12,1.1,1.14,4.65,0.75,0.91,galectin,miscellaneous_set
1254,edge_17h_17i,17h flip,17i,1.6080877380371097,-1.516666666666667,0.9800014444554784,1.317019878629281,4.37,0.57,0.69,2.9,0.89,0.77,2.8,0.7,0.67,1.22,0.88,1.8,1.54,1.7,2.24,2.76,0.76,1.69,galectin,miscellaneous_set
1255,edge_17h_17j,17h flip,17j,-0.4736176147460935,-1.446666666666668,0.9989995624875202,0.9855807266440232,4.78,0.64,0.79,6.88,0.9,0.82,6.15,0.73,0.92,3.97,1.59,1.38,4.28,0.7,0.87,5.22,1.08,0.93,galectin,miscellaneous_set
1256,edge_17k_17j,17k,17j,0.7570276565551756,3.3533333333333357,1.375453747058878,1.4578132788935505,8.16,0.7,0.79,8.16,0.65,0.66,8.37,0.86,0.93,9.79,1.58,1.83,13.99,1.47,1.88,10.97,1.16,1.18,galectin,miscellaneous_set
1257,edge_17l_17k,17l,17k,-2.838733009338379,-2.4033333333333333,1.3109462252774382,1.291666455092051,0.21,0.78,0.84,-0.25,1.05,0.91,0.5,0.98,0.81,-2.45,1.86,1.61,-3.98,1.23,1.21,-0.32,0.99,1.48,galectin,miscellaneous_set
1258,edge_17k_18b,17k,18b,-3.508423751831055,2.8433333333333355,1.3217856534722938,1.3436466959651865,15.63,0.59,0.87,13.25,1.14,0.9,13.2,0.73,0.82,15.14,1.18,1.22,17.06,1.08,0.99,18.41,1.26,1.33,galectin,miscellaneous_set
1259,edge_18a_17l,18a,17l,1.6080877380371097,-2.7766666666666677,2.4244062801245634,2.4631414526608486,34.31,0.8,0.93,34.66,1.06,0.94,33.84,1.01,0.97,33.1,1.16,1.62,35.11,1.59,1.93,26.27,1.39,1.43,galectin,miscellaneous_set
1260,edge_17o_17m,17o,17m,4.200828556060791,5.34333333333333,0.7782147089867929,0.9047477830825448,-33.1,0.94,0.84,-33.25,0.81,0.8,-32.66,0.65,0.86,-27.24,0.95,1.38,-27.65,0.89,1.12,-28.09,1.07,1.13,galectin,miscellaneous_set
1261,edge_17m_17q,17m,17q,-3.7033756408691407,3.049999999999997,1.108441005000918,1.0853947096760566,59.98,1.54,1.17,60.55,1.16,0.95,58.65,0.81,0.95,62.52,1.03,1.02,64.02,0.67,0.74,61.79,0.92,1.12,galectin,miscellaneous_set
1262,edge_17m_18d,17m,18d,-11.129666801452638,-10.603333333333332,1.2261013305967816,1.2244473897439057,-32.63,1.09,0.93,-33.11,0.73,0.94,-31.72,1.07,0.96,-43.62,1.22,1.68,-43.78,1.74,1.46,-41.87,1.65,1.52,galectin,miscellaneous_set
1263,edge_17n_17p,17n,17p,-0.5531637153625486,-0.5466666666666598,0.9507507286163326,0.9435466728905028,44.96,0.81,0.77,42.89,0.8,0.94,44.1,0.79,0.79,43.84,0.91,0.96,43.99,0.88,0.83,42.48,1.05,0.92,galectin,miscellaneous_set
1264,edge_17n_17r,17n,17r,0.6882370681762694,15.17333333333333,1.0090810081916042,1.1409513544872834,62.35,0.75,0.84,64.37,0.77,0.73,64.15,0.83,0.83,78.36,1.11,1.37,79.25,1.05,1.73,78.78,1.39,1.33,galectin,miscellaneous_set
1265,edge_17p_17o,17p,17o,-0.2611827812194824,2.636666666666666,0.8382651056647548,0.9194471555224224,-5.13,0.61,0.74,-4.34,0.56,0.87,-3.9,0.88,0.9,-2.9,0.91,0.88,-1.59,0.76,0.98,-0.97,0.94,0.98,galectin,miscellaneous_set
1266,edge_17o_17r,17o,17r,1.5025835647583006,11.810000000000002,1.651309169553198,1.6802580171378512,16.2,0.84,0.88,17.46,0.77,0.81,18.08,1.14,0.98,25.82,1.31,1.57,30.44,1.26,1.37,30.91,1.3,1.1,galectin,miscellaneous_set
1267,edge_17p_17q,17p,17q,0.2362701339721676,14.949999999999998,0.9011875498211812,0.885755380348282,11.31,0.73,0.76,11.51,0.84,1.04,10.66,0.92,0.78,26.77,1.13,1.33,25.54,1.24,1.03,26.02,1.1,0.98,galectin,miscellaneous_set
1268,edge_17p_18b,17p,18b,-10.100613067626954,-1.9799999999999969,1.5497930355580565,1.6014649464403392,35.79,0.69,0.91,35.25,0.95,0.9,36.02,0.68,0.88,32.54,1.14,1.19,36.87,1.11,1.26,31.71,1.16,1.37,galectin,miscellaneous_set
1269,edge_17r_18g,17r,18g,-7.210594360351563,-14.876666666666663,1.750592441590752,2.1406279815415754,32.25,1.09,1.0,33.06,0.76,0.94,32.83,1.16,1.11,19.28,3.56,2.54,15.8,1.43,3.95,18.43,1.83,2.87,galectin,miscellaneous_set
1270,edge_18a_18f,18a,18f,3.3263700981140136,6.043333333333351,1.5523807112483243,1.6992172593567172,87.19,1.03,1.0,88.99,0.98,1.1,85.51,0.94,0.89,93.18,2.13,1.84,91.79,1.04,1.76,94.85,1.41,2.38,galectin,miscellaneous_set
1271,edge_18a_18g,18a,18g,-0.6076495323181152,4.846666666666671,1.4102978839892266,1.6472590651093588,56.25,0.99,1.12,55.85,0.94,0.95,55.6,0.85,0.91,61.08,1.83,1.44,62.85,0.83,1.39,58.31,0.95,2.61,galectin,miscellaneous_set
1272,edge_18a_18i,18a,18i,6.366674694061279,4.489999999999995,1.0460413498430998,1.5898772956092746,46.46,1.25,1.08,47.29,0.74,1.12,46.18,0.81,0.95,50.91,1.67,2.32,50.89,1.67,3.1,51.6,1.04,1.76,galectin,miscellaneous_set
1273,edge_18e_18b,18e,18b,-4.131419490814209,-2.343333333333348,1.139830881509228,1.268105761299805,-52.55,1.09,0.97,-52.96,0.67,0.89,-51.76,0.76,0.83,-55.87,1.35,1.23,-55.53,0.82,1.91,-52.9,1.04,0.96,galectin,miscellaneous_set
1274,edge_18b_18i,18b,18i,11.105743717193604,7.473333333333333,1.4119627790294635,1.487407936801868,9.29,0.96,1.02,6.57,0.89,1.04,8.48,1.21,1.03,16.58,2.01,1.66,15.47,1.89,1.83,14.71,1.22,2.17,galectin,miscellaneous_set
1275,edge_18d_18f,18d,18f,5.154847080230713,-0.7666666666666515,2.0266647173301715,1.9432612564792349,98.11,0.97,0.89,95.6,1.1,0.98,100.22,1.04,1.13,94.2,2.19,1.88,99.06,1.13,1.3,98.37,1.41,1.25,galectin,miscellaneous_set
1276,edge_18h_18d,18h,18d,-3.2002945861816405,-0.1799999999999784,1.398817648652206,1.4480041893497213,-156.48,1.16,1.15,-156.87,1.47,1.05,-157.18,1.12,0.97,-155.21,1.31,1.55,-157.07,1.15,1.89,-158.79,1.82,1.75,galectin,miscellaneous_set
1277,edge_18e_18g,18e,18g,0.0,3.6699999999999946,1.48216345938626,1.5131819022378328,-40.72,0.85,0.79,-40.44,0.73,0.81,-39.51,0.81,0.83,-34.36,0.87,0.97,-35.8,1.16,0.93,-39.5,0.99,1.26,galectin,miscellaneous_set
1278,edge_18g_18h,18g,18h,1.9794671363830565,2.0800000000000125,1.2027154345842652,1.221181935499139,87.82,0.94,0.91,87.89,0.77,0.89,89.48,0.94,1.05,90.04,1.15,0.95,89.27,1.31,1.48,92.12,1.13,1.39,galectin,miscellaneous_set
1279,edge_18h_18i,18h,18i,4.994857089996339,-0.556666666666672,2.0107581945785045,2.017751805881548,-95.12,0.79,0.91,-97.84,1.13,1.01,-101.47,0.83,0.86,-101.11,1.02,1.34,-97.61,1.14,1.21,-97.38,1.65,1.43,galectin,miscellaneous_set
1280,edge_1_12,1,12,2.0557492752075195,-6.446666666666687,1.6017473781413738,1.843551870554681,-115.71,0.92,0.96,-115.82,0.72,0.84,-114.52,0.74,0.78,-124.35,1.35,2.3,-118.76,1.12,1.77,-122.28,1.21,1.93,hiv1_protease,miscellaneous_set
1281,edge_1_13,1,13,3.774029640197754,-4.476666666666666,2.006816315246732,2.0006524673969173,-6.44,1.06,1.16,-7.6,1.18,1.58,-5.44,0.91,0.95,-13.26,1.77,1.79,-12.08,2.73,2.43,-7.57,1.52,1.16,hiv1_protease,miscellaneous_set
1282,edge_1_15,1,15,3.2765787200927736,-7.26666666666668,1.9273915723589408,1.8872114031750904,-96.49,1.25,1.35,-96.43,0.8,0.95,-98.72,0.67,0.99,-107.55,1.5,1.92,-102.06,2.53,2.17,-103.83,1.37,1.27,hiv1_protease,miscellaneous_set
1283,edge_11_10,11 (2cen),10,2.170251289367676,1.9400000000000004,1.2453884687360297,1.2821358629131872,-8.64,0.78,0.85,-11.34,1.09,1.01,-7.82,0.91,0.82,-6.58,0.96,0.94,-8.71,0.77,0.96,-6.69,0.68,0.81,hiv1_protease,miscellaneous_set
1284,edge_10_19,10,19,-0.2157007904052731,-5.029999999999999,1.0560330792625898,1.111304881815269,-2.9,0.69,0.77,-1.54,0.77,0.96,-1.67,0.95,1.1,-7.89,1.12,1.15,-5.47,0.79,0.87,-7.84,1.26,1.29,hiv1_protease,miscellaneous_set
1285,edge_11_12,11 (2cen),12,0.2362701339721676,3.5033333333333303,1.1650891394479226,1.1734341994443298,-107.05,0.73,0.88,-106.49,1.01,0.89,-106.66,0.68,0.88,-104.36,0.77,0.78,-101.04,0.98,1.06,-104.29,1.18,0.96,hiv1_protease,miscellaneous_set
1286,edge_11_18,11 (2cen),18,-2.1504959411621094,3.376666666666665,1.7817159235009803,1.8147173001390329,288.1,0.59,1.07,287.0,0.89,0.85,289.27,0.81,0.98,294.49,1.14,1.15,292.02,0.86,0.97,287.99,0.77,1.03,hiv1_protease,miscellaneous_set
1287,edge_9_11,9,11 (2cen),-3.4365647201538088,-2.9766666666666666,1.459603597014697,1.4664663799094964,-56.54,1.2,0.93,-58.92,0.72,0.82,-58.07,1.0,0.94,-62.15,1.11,1.19,-58.19,0.99,1.39,-62.12,0.75,0.8,hiv1_protease,miscellaneous_set
1288,edge_12_19,12,19,1.7182803649902345,-9.560000000000002,2.2457100602301856,2.2645814585904183,94.26,0.95,0.98,94.71,0.83,0.92,96.2,0.99,0.86,88.87,0.85,0.81,80.71,1.36,1.91,86.91,1.35,1.07,hiv1_protease,miscellaneous_set
1289,edge_9_12,9,12,-3.2002945861816405,-1.8533333333333248,1.6165615196002203,1.637407716363794,-165.56,1.01,0.9,-164.04,0.93,0.84,-163.86,0.86,0.87,-164.55,0.94,1.03,-164.82,0.75,0.82,-169.65,1.09,1.45,hiv1_protease,miscellaneous_set
1290,edge_20_13,20,13,2.838733009338379,-3.4966666666666697,1.043740914786489,1.505249100720797,-50.68,0.85,0.86,-49.81,0.94,0.87,-52.04,0.69,0.69,-54.9,1.3,1.38,-54.81,1.22,1.13,-53.31,0.64,3.5,hiv1_protease,miscellaneous_set
1291,edge_15_14,15,14,1.2663134307861328,0.9733333333333434,1.284311167630677,1.2986900948602966,67.91,0.8,0.95,68.68,0.83,0.78,69.53,1.05,1.05,70.97,1.23,1.21,70.65,1.0,1.24,67.42,0.95,0.82,hiv1_protease,miscellaneous_set
1292,edge_16_14,16,14,1.6210558013916014,2.0933333333333266,1.164774034255735,1.1440622010725303,-23.82,1.07,0.97,-20.9,0.75,0.77,-22.24,1.13,1.01,-21.34,0.93,1.08,-19.97,1.04,1.03,-19.37,0.85,0.81,hiv1_protease,miscellaneous_set
1293,edge_17_14,17,14,3.4037295837402346,-3.3200000000000003,2.4385953030333227,4.835290136306163,47.14,1.23,1.63,43.92,1.44,1.46,41.3,1.3,1.43,41.06,1.41,11.9,37.67,2.49,2.8,43.67,2.55,4.43,hiv1_protease,miscellaneous_set
1294,edge_9_14,9,14,-0.7131517105102537,-11.600000000000009,1.5018345937786164,1.4389772355152417,-74.77,1.37,1.07,-76.48,0.75,1.0,-78.1,0.63,1.05,-88.68,2.55,2.24,-88.23,1.11,1.12,-87.24,1.7,1.49,hiv1_protease,miscellaneous_set
1295,edge_16_15,16,15,0.3547423706054685,5.566666666666663,1.63149543606693,1.6764812172662618,-92.78,0.7,0.76,-92.06,0.81,0.92,-92.68,0.77,0.81,-84.96,1.04,1.3,-90.48,0.78,0.93,-85.38,1.04,1.31,hiv1_protease,miscellaneous_set
1296,edge_17_20,17,20,-0.20386593627929672,2.46666666666664,6.044027294662604,6.260545382161112,298.41,1.24,1.21,298.92,0.87,1.44,295.8,0.85,1.03,314.2,2.91,4.65,293.83,1.94,4.05,292.5,3.73,3.28,hiv1_protease,miscellaneous_set
1297,edge_18_19,18,19,4.105046440124513,-7.973333333333301,1.491844176580687,1.601725691634556,-298.08,0.88,0.97,-299.88,0.94,1.04,-297.45,0.74,0.88,-304.02,1.04,1.51,-307.7,1.87,1.87,-307.61,1.13,1.55,hiv1_protease,miscellaneous_set
1298,edge_20_19,20,19,2.838733009338379,-10.013333333333335,1.7415487817215758,1.7884725387524187,-70.57,0.7,0.81,-70.34,1.22,0.95,-71.36,0.9,0.83,-81.85,0.88,1.06,-77.13,1.17,1.16,-83.33,0.82,1.77,hiv1_protease,miscellaneous_set
1299,edge_15_14,15,14,4.853439361572266,0.963333333333324,1.2715751721641704,1.2811755568184178,49.99,0.4,0.38,50.16,0.41,0.4,49.71,0.31,0.36,53.15,0.52,0.68,51.41,0.77,0.82,48.19,0.57,0.51,hsp90_2rings,fragments
1300,edge_18_14,18,14,1.004159042358398,8.39333333333333,1.0469408944852965,1.056690168954257,65.68,0.37,0.37,65.88,0.28,0.39,66.18,0.39,0.39,75.27,0.67,0.77,72.01,0.77,0.59,75.64,0.6,0.74,hsp90_2rings,fragments
1301,edge_16_15,16,15,-7.363840957641602,-8.196666666666658,0.9121965761599564,0.9072516580569832,101.41,0.39,0.37,100.69,0.38,0.36,101.28,0.36,0.41,92.7,0.84,0.81,94.64,0.64,0.59,91.45,0.7,0.75,hsp90_2rings,fragments
1302,edge_17_15,17,15,0.1673598403930662,3.056666666666665,0.8161525480057694,0.8101303275061695,42.56,0.4,0.4,42.7,0.35,0.41,42.83,0.39,0.39,44.64,0.62,0.6,45.34,0.97,0.94,47.28,0.65,0.69,hsp90_2rings,fragments
1303,edge_18_15,18,15,-3.8492803192138663,8.46,0.5389501743396877,0.5417502907625178,15.98,0.36,0.39,17.02,0.37,0.39,15.67,0.38,0.4,24.67,0.58,0.66,25.0,0.58,0.53,24.38,0.55,0.51,hsp90_2rings,fragments
1304,edge_17_16,17,16,7.531200798034669,9.053333333333327,0.5838436045199378,0.5992698254785018,-58.99,0.33,0.36,-59.05,0.36,0.37,-58.73,0.42,0.4,-49.33,0.49,0.53,-49.46,0.66,0.61,-50.82,0.82,0.84,hsp90_2rings,fragments
1305,edge_17_19,17,19,-1.4225606384277345,-4.646666666666665,1.991896486858256,2.036487928397414,-31.18,0.33,0.39,-31.46,0.36,0.37,-32.17,0.42,0.4,-35.33,0.81,1.21,-40.73,0.48,0.47,-32.69,0.88,1.08,hsp90_2rings,fragments
1306,edge_18_19,18,19,-5.439200798034668,-1.3100000000000025,0.6354606093981034,0.6376813602002335,-57.84,0.4,0.36,-57.54,0.38,0.37,-57.68,0.32,0.38,-57.89,0.54,0.63,-59.29,0.69,0.65,-59.81,0.66,0.74,hsp90_2rings,fragments
1307,edge_3_10,3,10,0.0,-4.609999999999996,0.6667525865952846,0.6811709666121926,-11.07,0.29,0.31,-11.49,0.29,0.29,-11.63,0.29,0.28,-14.63,0.51,0.63,-16.83,0.41,0.54,-16.56,0.45,0.52,hsp90_single_ring,fragments
1308,edge_9_10,9,10,-3.9748011970520016,-5.519999999999996,2.31852842504136,2.312895541150261,-78.24,0.32,0.32,-78.24,0.3,0.32,-78.47,0.28,0.31,-88.66,0.55,0.63,-78.96,0.36,0.31,-83.89,0.56,0.58,hsp90_single_ring,fragments
1309,edge_11_12,11,12,-1.9664811172485352,-2.556666666666665,2.108127222247772,2.125900370359861,-47.63,0.38,0.4,-47.46,0.33,0.42,-47.12,0.39,0.4,-48.64,0.44,0.59,-46.37,0.49,0.69,-54.87,0.53,0.78,hsp90_single_ring,fragments
1310,edge_11_3,11,3,-0.7949622344970704,6.7733333333333405,1.1660942565223862,1.1678563896059473,-255.28,0.34,0.37,-255.9,0.36,0.35,-255.4,0.35,0.35,-250.93,0.59,0.61,-248.96,0.8,0.77,-246.37,0.54,0.73,hsp90_single_ring,fragments
1311,edge_12_8,12,8,2.343041755676269,5.259999999999991,2.1556494068699417,2.178743351385691,60.77,0.43,0.42,62.07,0.37,0.4,61.83,0.28,0.39,67.89,0.55,0.57,62.0,1.17,1.55,70.56,0.52,0.47,hsp90_single_ring,fragments
1312,edge_9_12,9,12,-5.146320079803467,-3.863333333333344,0.8890304473707138,0.90660835534483,141.33,0.39,0.4,141.34,0.34,0.33,140.36,0.38,0.37,138.08,0.49,0.49,135.33,0.86,0.85,138.03,0.53,0.55,hsp90_single_ring,fragments
1313,edge_2_8,2,8,-4.602399600982666,-2.083333333333286,0.5270560240228872,0.5338308416237595,189.48,0.38,0.35,189.83,0.35,0.35,190.08,0.34,0.37,188.46,0.44,0.47,186.87,0.56,0.56,187.81,0.43,0.5,hsp90_single_ring,fragments
1314,edge_9_2,9,2,1.7991212768554683,5.916666666666666,0.8475665540558642,0.8569562667773359,13.03,0.3,0.33,13.22,0.31,0.32,13.21,0.27,0.3,20.4,0.32,0.36,17.17,0.41,0.58,19.64,0.43,0.4,hsp90_single_ring,fragments
1315,edge_2_3E63_10,2_3E63,10,3.192535694122314,-0.4866666666666788,1.0592195418175103,1.5583828799268098,-127.07,0.25,0.24,-128.37,0.23,0.26,-127.07,0.24,0.25,-126.09,0.64,2.5,-129.47,1.08,1.15,-128.41,1.04,2.57,jak2_set1,fragments
1316,edge_3_10,3,10,-7.984578258514404,-11.579999999999984,1.8821879575751317,2.856405208562696,-130.9,0.29,0.3,-130.96,0.27,0.32,-130.62,0.3,0.29,-138.92,1.69,1.44,-145.37,2.4,6.67,-142.93,0.97,1.54,jak2_set1,fragments
1317,edge_7_10,7,10,7.182264129638672,10.793333333333337,1.4087696567962038,1.554795929902338,-15.15,0.39,0.36,-14.81,0.37,0.38,-14.3,0.4,0.39,-6.77,1.59,2.2,-2.24,1.07,0.86,-2.87,1.04,1.99,jak2_set1,fragments
